P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Bathrooms,Car_Parking,Status,Product_link,Area_in_sqr_feet,Price_per_sqr_feet
P_166,N S Estate Developers,20000000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,140,15873
P_167,N S Estate Developers,28500000,3,New Property,3,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1200,19792
P_168,N S Estate Developers,4950000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1100,4125
P_169,Sushil  Mishra,2089999,2,New Property,1,North - East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/rama-park-apartment-dwarka-mor-new-delhi-pdpid-4d4235313730323033,500,3800
P_170,Sushil  Mishra,30000000,3,New Property,1,South,Unfurnished,Freehold,3,2,Ready to Move,,200,16667
P_171,Sushil  Mishra,2900000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/sb-residency-dwarka-mor-new-delhi-pdpid-4d4235313134353633,700,4143
P_172,Mangalam Infratech,18800000,3,Resale,4,North,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/kesarwani-apartment-dwarka-sector-5-new-delhi-pdpid-4d4235303131303135,2000,8952
P_173,Mangalam Infratech,40000000,3,New Property,1,North - East,Unfurnished,Freehold,3,2,Ready to Move,,1400,22222
P_174,Mangalam Infratech,47500000,4,New Property,3,North - East,Unfurnished,Freehold,4,1,Ready to Move,,1800,10000
P_175,Mangalam Infratech,18000000,3,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,1125,16000
P_176,Mangalam Infratech,41500000,3,Resale,0,North - East,Unfurnished,Freehold,3,1,Ready to Move,,1800,18864
P_177,Bhagirathi Real Estate,60000000,4,New Property,3,North - East,Semi-Furnished,Freehold,4,2,Under Construction,,2200,27273
P_178,Bhagirathi Real Estate,7500000,3,New Property,1,North - East,Semi-Furnished,Power Of Attorney,3,1,Ready to Move,,1350,5357
P_179,Bhagirathi Real Estate,9000000,3,New Property,4,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,130,7692
P_180,Bhagirathi Real Estate,2500000,2,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,600,3846
P_181,Bhagirathi Real Estate,29000000,3,New Property,2,East,Semi-Furnished,Freehold,3,2,Ready to Move,,200,16111
P_182,Bhagirathi Real Estate,30000000,4,Resale,2,East,Furnished,Freehold,4,1,Ready to Move,,2000,13333
P_183,Bhagirathi Real Estate,50000000,5,Resale,1,East,Unfurnished,Freehold,4,5,Ready to Move,,400,15483
P_184,Bhagirathi Real Estate,9200000,2,Resale,3,East,Semi-Furnished,Freehold,2,1,Ready to Move,,750,11500
P_185,Bhagirathi Real Estate,33000000,3,Resale,0,South,Semi-Furnished,Freehold,3,1,Ready to Move,,200,18333
P_186,Apar Estates,30000000,3,New Property,3,North - East,Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dda-flats-vasant-kunj-vasant-kunj-new-delhi-pdpid-4d4235303333323130,2000,15000
P_187,Risemax Realty Pvt Ltd,20000000,3,Resale,1,North,Semi-Furnished,Freehold,3,1,Ready to Move,,200,11111
P_188,Sahyog Properties,21000000,3,New Property,2,East,Unfurnished,Freehold,3,1,Ready to Move,,1350,15556
P_189,Sahyog Properties,26500000,3,Resale,16,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dlf-capital-greens-1-and-2-moti-nagar-new-delhi-pdpid-4d4235303031303330,1237,16061
P_190,Sahyog Properties,15000000,3,Resale,0,North,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-kd-block-pitampura-new-delhi-pdpid-4d4235303131333138,1000,12500
P_191,Deep Properties,15000000,3,New Property,1,North - West,Semi-Furnished,Power Of Attorney,4,1,Ready to Move,https://www.magicbricks.com/dda-kohinoor-enclave-saket-new-delhi-pdpid-4d4235303735353839,1800,7895
P_192,Deep Properties,13500000,2,Resale,2,North - East,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-flats-munirka-munirka-new-delhi-pdpid-4d4235303336333534,1000,11250
P_193,Deep Properties,14600000,3,Resale,5,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-sanskriti-apartments-dwarka-sector-19-new-delhi-pdpid-4d4235303334363439,1650,8588
P_194,Deep Properties,15500000,4,Resale,7,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,,1800,9394
P_195,Deep Properties,27000000,4,Resale,1,East,Unfurnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/rajouri-apartments-rajouri-garden-new-delhi-pdpid-4d4235303130363332,2000,13500
P_196,Deep Properties,60000000,4,New Property,4,North - East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/hauz-khas-apartment-hauz-khas-new-delhi-pdpid-4d4235303039373830,280,23810
P_197,Deep Properties,9000000,3,New Property,2,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/lamba-rohini-builder-floors-rohini-sector-24-new-delhi-pdpid-4d4235313035373531,60,13064
P_198,Deep Properties,9500000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/sree-badrinath-apartment-dwarka-new-delhi-pdpid-4d4235303131303433,130,8120
P_199,Deep Properties,50000000,4,New Property,1,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,280,18519
P_200,Deep Properties,42500000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/south-delhi-builder-floors-greater-kailash-new-delhi-pdpid-4d4235333238363737,1872,22703
P_201,Deep Properties,51500000,4,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,3030,16997
P_202,Central Intelligentsia Estate Trading and Development Private Limited,10000000,3,New Property,3,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/palm-green-dwarka-sector-7-new-delhi-pdpid-4d4235333036333537,1323,10000
P_203,Zenith Estates,47500000,4,New Property,1,East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/south-delhi-luxury-floors-greater-kailash-2-new-delhi-pdpid-4d4235333337323339,2250,21111
P_204,Zenith Estates,39700000,3,New Property,6,North - East,Semi-Furnished,Freehold,3,2,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1630,17996
P_205,The Dream House,71000000,4,Resale,2,North,Furnished,Freehold,5,1,Ready to Move,,2200,31556
P_206,The Dream House,33000000,3,Resale,0,South,Semi-Furnished,Freehold,3,1,Ready to Move,,200,18333
P_207,The Dream House,21000000,3,New Property,2,East,Unfurnished,Freehold,3,1,Ready to Move,,1350,15556
P_208,The Dream House,26500000,3,Resale,16,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/dlf-capital-greens-1-and-2-moti-nagar-new-delhi-pdpid-4d4235303031303330,1237,16061
P_209,Sahyog Properties,15000000,3,Resale,0,North,Unfurnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/dda-kd-block-pitampura-new-delhi-pdpid-4d4235303131333138,1000,12500
P_210,Sahyog Properties,9500000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/sree-badrinath-apartment-dwarka-new-delhi-pdpid-4d4235303131303433,130,8120
P_211,Sahyog Properties,50000000,4,New Property,1,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,280,18519
P_212,Sahyog Properties,47500000,4,New Property,1,East,Semi-Furnished,Freehold,4,1,Ready to Move,https://www.magicbricks.com/south-delhi-luxury-floors-greater-kailash-2-new-delhi-pdpid-4d4235333337323339,2250,21111
P_213,Zenith Estates,39700000,3,New Property,6,North - East,Semi-Furnished,Freehold,3,2,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1630,17996
P_214,The Dream House,71000000,4,Resale,2,North,Furnished,Freehold,5,1,Ready to Move,,2200,31556
P_215,Treveni Properties,27500000,4,New Property,7,East,Furnished,Freehold,3,1,Ready to Move,,2200,11000
P_216,Gaurav Associates,16500000,3,Resale,9,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,1600,9706
P_217,Bhoomi Real Estate (Reg.),19500000,4,Resale,4,North - East,Semi-Furnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/chandanwari-apartments-dwarka-sector-10-new-delhi-pdpid-4d4235303130373730,1600,9750
P_218,Bajaj Properties,15800000,3,Resale,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,1500,8778
P_219,Arun Associates,2500000,2,New Property,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,500,4167
P_220,Garg Real Estates,45000000,4,New Property,1,East,Semi-Furnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/dda-residential-plots-sector-xii-dwarka-sector-12-new-delhi-pdpid-4d4235303130383434,2016,22321
P_221,Garg Real Estates,35200000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,2206,16000
P_222,Garg Real Estates,32500000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,1901,17096
P_223,Garg Real Estates,8200000,2,Resale,2,East,Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/mangal-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303131313036,1000,7455
P_224,Garg Real Estates,55000000,4,Resale,6,South - East,Semi-Furnished,Freehold,5,3,Ready to Move,https://www.magicbricks.com/m2k-victoria-gardens-model-town-new-delhi-pdpid-4d4235303431363539,3485,15782
P_225,Garg Real Estates,13500000,3,New Property,2,East,Furnished,Freehold,3,1,Ready to Move,,1700,6667
P_226,Garg Real Estates,59500000,4,Resale,3,North - East,Semi-Furnished,Leasehold,4,1,Ready to Move,https://www.magicbricks.com/parsvnath-la-tropicana-civil-lines-new-delhi-pdpid-4d4235313930333137,2500,16856
P_227,Garg Real Estates,3600000,3,New Property,3,North,Semi-Furnished,Freehold,2,1,Ready to Move,,700,5000
P_228,Rawat Construction,7000000,3,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,720,8750
P_229,Rahil Constructions,7500000,3,New Property,3,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,750,9375
P_230,Nupur Associates,6000000,4,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1190,5000
P_231,Suresh Properties (Lamba JI),18200000,3,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/united-friends-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130373535,1600,10111
P_232,Gupta G Property,5000000,2,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,550,9091
P_233,Sawariya Anand Developers,7400000,3,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,700,9867
P_234,Aurum Realty,170000000,4,New Property,4,North - East,Semi-Furnished,Freehold,5,3,Under Construction,,4000,35417
P_235,Rajesh Kumar,3100000,2,New Property,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,630,4769
P_236,Sehrawat Properties Pvt. Ltd.,46000000,4,New Property,0,East,Furnished,Freehold,4,1,Ready to Move,,288,17747
P_237,Sehrawat Properties Pvt. Ltd.,17600000,3,Resale,3,North - East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/cghs-apoorva-apartments-dwarka-sector-5-new-delhi-pdpid-4d4235303131323431,1450,9778
P_238,Puri Build Tech,9000000,3,New Property,1,North - West,Semi-Furnished,Freehold,3,1,Ready to Move,,1050,8182
P_239,B & B Realtors,5500000,2,Resale,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,600,8462
P_240,M P Associates,4000000,2,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,500,7273
P_241,Royal Home Spaces,8000000,3,New Property,2,North,Semi-Furnished,Freehold,3,1,Under Construction,,1125,6400
P_242,Ajit Properties,72500000,4,New Property,21,North,Unfurnished,Freehold,3,1,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,3740,19385
P_243,Sky Real Estate,18000000,3,New Property,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1013,16000
P_244,Room & Roof,28000000,4,New Property,1,East,Semi-Furnished,Freehold,4,1,Ready to Move,,3000,8917
P_245,Garg Real Estates,45000000,4,New Property,1,East,Semi-Furnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/dda-residential-plots-sector-xii-dwarka-sector-12-new-delhi-pdpid-4d4235303130383434,2016,22321
P_246,Garg Real Estates,35200000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,2206,16000
P_247,Garg Real Estates,32500000,3,New Property,1,East,Semi-Furnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,1901,17096
P_248,Garg Real Estates,8200000,2,Resale,2,East,Furnished,Freehold,2,2,Ready to Move,https://www.magicbricks.com/mangal-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303131313036,1000,7455
P_249,Nupur Associates,6000000,4,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,1190,5000
P_250,Suresh Properties (Lamba JI),18200000,3,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,https://www.magicbricks.com/united-friends-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130373535,1600,10111
P_251,Gupta G Property,5000000,2,New Property,1,North,Semi-Furnished,Freehold,2,1,Ready to Move,,550,9091
P_252,Rajesh Kumar,3100000,2,New Property,1,North - West,Semi-Furnished,Freehold,2,1,Ready to Move,,630,4769
P_253,Sehrawat Properties Pvt. Ltd.,46000000,4,New Property,0,East,Furnished,Freehold,4,1,Ready to Move,,288,17747
P_254,Sehrawat Properties Pvt. Ltd.,17600000,3,Resale,3,North - East,Unfurnished,Freehold,3,1,Ready to Move,https://www.magicbricks.com/cghs-apoorva-apartments-dwarka-sector-5-new-delhi-pdpid-4d4235303131323431,1450,9778
P_255,Sky Real Estate,18000000,3,New Property,1,East,Semi-Furnished,Freehold,3,1,Ready to Move,,1013,16000
P_256,Room & Roof,28000000,4,New Property,1,East,Semi-Furnished,Freehold,4,1,Ready to Move,,3000,8917
P_257,M D  Sharma,70000000,4,New Property,1,North - East,Unfurnished,Freehold,4,1,Under Construction,https://www.magicbricks.com/panchsheel-enclave-panchsheel-park-new-delhi-pdpid-4d4235313733363333,2300,26923
P_258,Salasar Real Estate,5000000,2,New Property,3,South - East,Semi-Furnished,Freehold,2,1,Ready to Move,,550,8333
P_259,Prop Concern,29900000,2,New Property,3,East,Unfurnished,Freehold,2,1,Under Construction,https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,1450,17037
P_260,Apex Builtech,105000000,4,Resale,1,South -West,Furnished,Freehold,4,3,Under Construction,https://www.magicbricks.com/greater-kailash-luxury-homes-greater-kailash-1-new-delhi-pdpid-4d4235333235383131,2400,38889
P_261,Gupta Properties,20000000,4,New Property,1,North - West,Semi-Furnished,Freehold,3,1,Under Construction,,1150,16667
P_262,Dolphin Real Estates,5400000,2,New Property,2,North,Semi-Furnished,Freehold,2,1,Ready to Move,,600,8308
P_263,Shiv Associates,20500000,3,Resale,2,North - East,Unfurnished,Freehold,2,1,Ready to Move,,1550,12424
P_264,Delhi Dreams Property Consultants,55000000,4,New Property,1,North - East,Furnished,Freehold,4,3,Ready to Move,,3600,13580
P_265,Dawar Associates,6800000,2,New Property,2,North,Unfurnished,Freehold,2,1,Under Construction,,720,8000
P_266,Bharat Raghav,3000000,2,New Property,1,North - East,Semi-Furnished,Freehold,2,1,Under Construction,,630,4762
P_267,SHASHANK SHEKHAR,46900000,2,New Property,10,East,Unfurnished,Freehold,2,2,Under Construction,https://www.magicbricks.com/godrej-south-estate-okhla-new-delhi-pdpid-4d4235313235323335,2234,20994
P_268,Fortune Estate,39000000,3,New Property,4,North - East,Semi-Furnished,Freehold,3,2,Under Construction,https://www.magicbricks.com/tarc-tripundra-bijwasan-new-delhi-pdpid-4d4235333332373335,1650,17679
P_269,Sahil Estate,75000000,4,New Property,3,South -West,Unfurnished,Freehold,5,3,Under Construction,https://www.magicbricks.com/new-friends-colony-floors-new-friends-colony-new-delhi-pdpid-4d4235303334313535,2500,16667
P_270,Preeti Buildtech,2200000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,435,4681
P_271,Sukhmani Realtors Private Limited,49000000,4,New Property,4,North - East,Semi-Furnished,Freehold,4,1,Under Construction,,2900,16752
P_272,L Square Ralty,49500000,4,New Property,9,East,Unfurnished,Freehold,4,1,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,2618,18908
P_273,Shree Raman Bihari Estaes,8500000,2,Resale,2,East,Unfurnished,Freehold,2,1,Under Construction,,900,9444
P_274,S K  Mishra,210000000,4,New Property,3,South -West,Semi-Furnished,Freehold,5,1,Under Construction,,6000,30000
P_275,Nice Associates,51900000,3,New Property,3,North - East,Furnished,Freehold,3,1,Under Construction,https://www.magicbricks.com/dlf-one-midtown-moti-nagar-new-delhi-pdpid-4d4235333234373937,1600,22903
P_276,Suraj Builders (Suraj Jaiswal Buildup Pvt. Ltd.),1450000,1,New Property,1,East,Semi-Furnished,Freehold,1,1,Ready to Move,,370,3625
P_277,Suraj Builders (Suraj Jaiswal Buildup Pvt. Ltd.),7700000,3,Resale,1,North - East,Semi-Furnished,Freehold,2,1,Ready to Move,,800,8556
P_278,Apaar  Bhardwaj,105000000,3,New Property,4,East,Semi-Furnished,Freehold,2,1,Under Construction,,2925,35897
P_279,Happy Homes,2400000,2,New Property,1,East,Semi-Furnished,Freehold,2,1,Ready to Move,,730,3200
P_280,First Home 1,14500000,3,New Property,3,North - East,Semi-Furnished,Freehold,2,1,Under Construction,,96,16111
P_281,First Home 2,45000000,4,New Property,0,North - East,Semi-Furnished,Freehold,4,2,Ready to Move,,2600,10000
P_282,First Home 3,42000000,4,Resale,0,North - East,Unfurnished,Freehold,5,1,Ready to Move,,2800,14000
P_283,Triton Estates,42500000,4,Resale,7,East,Unfurnished,Freehold,4,2,Under Construction,https://www.magicbricks.com/unity-the-amaryllis-karol-bagh-new-delhi-pdpid-4d4235303837383631,1579,16234
P_284,Triton Estates,8500000,3,New Property,2,North,Semi-Furnished,Freehold,3,1,Ready to Move,,1000,7727
P_285,Triton Estates,37500000,3,New Property,1,North,Semi-Furnished,Freehold,3,2,Ready to Move,https://www.magicbricks.com/rwa-e-2-and-f-block-lajpat-nagar-2-lajpat-nagar-new-delhi-pdpid-4d4235313732323631,1650,20833
P_286,Akvinta Property Consultants,100000000,4,New Property,2,North - East,Semi-Furnished,Freehold,5,2,Under Construction,https://www.magicbricks.com/vasant-vihar-villa-vasant-vihar-new-delhi-pdpid-4d4235303039383238,400,27778
P_287,Delhi Dreams Property Consultants,55000000,4,New Property,1,North - East,Furnished,Freehold,4,3,Ready to Move,,3600,13580
P_288,Dawar Associates,6800000,2,New Property,2,North,Unfurnished,Freehold,2,1,Under Construction,,720,8000
P_289,Sahil Estate,75000000,4,New Property,3,South -West,Unfurnished,Freehold,5,3,Under Construction,https://www.magicbricks.com/new-friends-colony-floors-new-friends-colony-new-delhi-pdpid-4d4235303334313535,2500,16667
