P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Society_name,Bathrooms,Car_Parking,Status,Agent_name,Buyers_from_agents,Owner_name,Address,Product_link,Area_in_sqr_feet,Price_per_sqr_feet,Reviews
P_658,Unique Real Estate Solutions,2.20 Cr,3,New Property,2,East,Semi-Furnished,Freehold,,4,1,Ready to Move,,, Arvind Kumar,"Masjid Moth, Greater Kailash",,1750,"10,962 per sqft","Looking for a builder floor in an area closer to Masjid Moth Then you are not too far from your dream home as here is an east-facing 3 BHK Builder Floor available for sale in Masjid Moth, New Delhi. Crafted over the area of 446 sq yards, rendering a lovely view of the lush-green garden,  ext part-2 R-block costs double the amount being asked for this flat.Property Specifications Updated with all the electrical fixtures like lights and fans, and marble for the flooring, this builder floor located on the 2nd floor brings you a thoroughly ventilated and cool abode to dwell in. This builder floor has an entry to the two flats - one is east facing and the other is west facing. The modular kitchen of this wonderfully crafted builder floor is installed with a granite platform, a stainless steel sink, stylish cabinets, a chimney and a hob. Each flat has three good size bedrooms with attached toilets of the western style with a glass partition shower area, and geysers appointed. Here, all the bedrooms have wardrobes installed, and the master bedroom is east-facing. Each bedroom of this property has a balcony attached, where the balcony of the master bedroom is east facing, from where you can overlook the lush-green garden. Facilities A security guard for 24x7 safety and covered car parking for one car with each flat is available at this property. Moreover, this property is an independent builder flat with a 24X7 electricity supply, hence there is no power backup available. As this property is not in a house in a housing society, there is no club housing or swimming pool.Locality The area in which this property is located experiences excellent public transport connectivity by metro, DTC bus routes as well as cabs and autos. Furthermore, The South Ex Metro Station is about 6-7 minutes walking distance, which also saves your travel time. In case of any medical emergencies, you can visit the well-known AllMS Hospital, New Delhi which is 10 minutes driving distance away.Being the first plot in Masjid Moth adjacent to R-Block of South-Ex part-2, you can enjoy seamless access to the main market of South Extension part-2 which is at 6-7 minutes walking distance and other local markets are within 3-4 minutes walking distance."
P_659,Unique Real Estate Solutions,2.45 Cr,3,Resale,4,,Furnished,,,3,1,Ready to Move,,, Arvind,Manasarover Garden,,1680,"13,611 per sqft",
P_660,Unique Real Estate Solutions,57.5 Lac,3,Resale,1,East,Unfurnished,Freehold,,2,,Ready to Move,,, PRASHANT BAKSHI,"Jeevan Park, Bindapur",,90,"6,389 per sqft","Nestled very close to the Ealmari Factory, a meticulously designed 3 BHK Builder Floor with 100 Vastu-Shastra floor plans, sun-kissed rooms, and many more facilities are available right at your doorstep. Available for sale in New Delhi, this East facing property serving an ideal location for you and your family members is worth investing in. Property SpecificationsDesigned on the super carpet area of 100 sq ft, this lavish builder floor with a spectacular floor plan is settled on the upper ground floor of a 4-story apartment. Featuring well-ventilated rooms, this semi-furnished flat incorporates 3 spacious bedrooms with wardrobes where you can organise your belongings. Furthermore, 2 western fashion bathrooms have geyser points, where one bathroom is attached to the bedroom while the other is available for common use. This builder floor also has a living cum dining area, a puja temple, and also a utility area that is attached to the kitchen. Furthermore, there is one airy balcony that is linked to the hall from where you can overlook the road. Take pleasure in cooking with your children in the modular kitchen which has a granite countertop, a stainless steel sink, a chimney, and a piped gas connection. To make this builder floor look even more stylish and lavish, every inch of this abode is installed with the Kotah Stone, wooden, and other good quality tiles flooring.  FacilitiesLift, reserved parking, water storage, covered parking space for one vehicle, CCTV surveillance, and an unrestricted supply of borewell and Corporation water supply are also available at this apartment. LocalityThe famous Unity Mall is only 1.5km away from where you can go shopping, whereas the Government School is only a few steps away from this apartment. Some of the leading banks as well ATM centres are close by. In case of any medical emergencies, you can visit the nearest Mata Chanan Devi Hospital which is within 500m of a short distance. Furthermore, covering a short distance of just 1km directs you to the Uttam Nagar Metro Station, the railway station is at 10km, and the buses, taxis, and auto-rickshaws are near at hand, that easily help you shuttle to the suburbs of the city."
P_661,ARS Real Estete 1,64.5 Lac,4,Resale,3,East,Semi-Furnished,Freehold,,3,2,Ready to Move,,, Amit,Raja Puri,,170,"4,778 per sqft",3 BHK with 1BHK Floor and terrace.
P_662,ARS Real Estete,34 Lac,3,Resale,3,East,Unfurnished,,,1,,Ready to Move,,, Gaurav Chhikara,Nangloi,,990,"3,434 per sqft",Builder Floor Apartment faces East direction
P_663,ARS Real Estete,4.57 Cr,3,New Property,17,,Semi-Furnished,Co-operative Society,DLF Midtown Plaza,3,,Under Construction, Grih Pravesh Infra Markting Pvt. Ltd.,,,"DLF Midtown Plaza, Karam Pura",https://www.magicbricks.com/dlf-midtown-plaza-moti-nagar-new-delhi-pdpid-4d4235333336313331,2288,"20,000 per sqft","DLF Limited offers you luxury beyond imagination in its upcoming project One Midtown, Delhi.The project is wisely planned on extensive 6.79 acres of land. The apartments in new Midtown are designed with current standard manners to give an exotic lifestyle. For gracious living, One Midtown brings the luxurious 2  3 BHK apartments with modern comforts  world class amenities. To explore more, the project proposes amenities like gymnasium, kids play areas, grand clubhouse, landscape garden, parks  many more."
P_664,ARS Real Estete,42 Lac,2,Resale,1,,Unfurnished,Freehold,,,,Ready to Move,,, Kapil,Shahdara,,660,,
P_665,ARS Real Estete,1.65 Cr,3,New Property,2,East,Unfurnished,Freehold,,2,,Ready to Move, Sobhagya Real Estates,,,"Tagore Garden, Rajouri Garden, Najafgarh Road",,1400,"11,000 per sqft",
P_666,ARS Real Estete,55 Lac,3,New Property,1,North - East,Semi-Furnished,Freehold,,2,1,Ready to Move, Pradeep Real Estate,,,Chattarpur,,120,"4,889 per sqft",this property is 3bhk flat for sale 125 sqyd flat chimney guiser Ro water with lift coverd car parking
P_667,ARS Real Estete,58 Lac,3,New Property,1,East,Semi-Furnished,,,2,,Ready to Move, Riseo 9 Infra,,,Raj Nagar 2,,900,"5,800 per sqft",
P_668,ARS Real Estete,1.35 Cr,3,Resale,5,North,Semi-Furnished,Freehold,,2,,Ready to Move, Kushwaha Property,,,Patparganj,,1250,"10,000 per sqft",
P_669,ARS Real Estete,1.37 Cr,2,Resale,6,East,Semi-Furnished,Freehold,Ashiyana Apartment,2,1,Ready to Move, T.S. Properties,,,"Ashiyana Apartment, Mayur Vihar 1",https://www.magicbricks.com/ashiyana-apartment-mayur-vihar-1-new-delhi-pdpid-4d4235303836363538,900,"11,913 per sqft","Mayur vihar is one of the most popular destination for buying apartments in mayur vihar  I, delhi east. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is over carpet area of 900 sq.Ft. And comes with 2 bathrooms and 1 balconies. The apartment building has a total of 9 floors and this property is situated on 6th floor. An added advantage of this 15 to 20 years old apartment is that it is available for immediate possession Additional details Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping ."
P_670,ARS Real Estete,2.20 Cr,3,Resale,1,East,Unfurnished,Freehold,,3,,Ready to Move, Royal Associates,,,Malviya Nagar,,1550,"12,222 per sqft","Second FloorWith One Car Parking  Three Bedroom, Three Toilets Drawing and Dining With Modular Kitchen, Maintained Flat park Facing Well Ventilated Close to Main Market Malviya Nagar."
P_671,ARS Real Estete,4.60 Cr,4,Resale,,North - East,Semi-Furnished,,,4,2,Ready to Move,,, Sanjay Bhagat,Janakpuri Block C3,,2900,"15,333 per sqft","This is a vaastu perfect property facing north east with a east entry. Situated on the 4th floor with 4 bhk + 4 bath & a huge family lounge & state of the art modular kitchen fitted with a chimney, hob & RO. Situated in the prime C-3 block of Janakpuri having a huge park at the back. All rooms are fitted with split AC's & the flooring is of an elegant white & pink Italian marble. ::::::This is an owner built property who has provided all amenities you can think of including cement blocks on the flooring of the terrace which absorbs heat & has also built separate underground water tanks for each floor keeping future water shortage issues in mind. All the 4 bathrooms are fashioned in western manner and are attached to all bedrooms. Also, geysers are available in these bathrooms for 24x7 hot water supply. ::::::Offering wonderful views of the garden and main road, one balcony is connected to the dining drawing area while one balcony is commonly linked with 2 bedrooms. In addition, a store room is also available providing sufficient storage space. ::::::The flat comes semi-furnished with wardrobes, modular kitchen, hob, RO filter, LED lights and jaquar fittings. The lift is of Otis make & goes right up to the terrace. A beautiful terrace garden with a lot of green planters & sober lighting gives a nice party feel to the terrace which comes with a bar area, kitchen & a guest toilet.::::::Key facilities provided include 2 covered parking slots, 24x7 water supply along with underground water tank and power backup are available. To ensure complete safety of the residents, security guards are present throughout the day and there is a provision for CCTV cameras.::::::The C4E Market is located close by for all your daily needs and grocery shopping. You can also find top notch educational institutions, medical health care centers and shopping outlets within a range of 100 meters from this property. The metro station lies within 500 meters and the Delhi Cantt Railway Station can be found at a distance of 3km from this property. For all your banking transactions, you can find several nationalized and private banking institutions within proximity. Janakpuri Block C3 offers robust connectivity to the rest of the city through different modes of public transport like autos, buses and taxis."
P_672,ARS Real Estete,45 Lac,2,Resale,1,West,Semi-Furnished,,,2,1,Ready to Move,,, Sumita,Tigri,,400,"7,500 per sqft",2 bhk.
P_673,ARS Real Estete,2.35 Cr,3,Resale,6,East,Semi-Furnished,Freehold,,2,,Ready to Move,,, Jitendra Kumar,Vasant Kunj Sector D,,1500,"14,242 per sqft",
P_674,ARS Real Estete,50 Lac,3,Resale,1,South,Semi-Furnished,Freehold,,3,,Ready to Move, AK Properties,,,Krishna Park,,700,"5,556 per sqft",Near sundar lal hospital good construction
P_675,ARS Real Estete,5.50 Cr,4,Resale,1,South,Semi-Furnished,Freehold,,4,,Ready to Move, Guru Properties,,,Green Park Extension,,2595,"20,370 per sqft","good house, no interfere owner"
P_676,ARS Real Estete,46 Lac,3,Resale,2,East,Semi-Furnished,Freehold,Gupta Plaza,2,1,Ready to Move, Mahendra Associates,,,"Gupta Plaza, Kalkaji",https://www.magicbricks.com/gupta-plaza-kalkaji-new-delhi-pdpid-4d4235323135313437,800,"5,111 per sqft","This property is registered   bank loan available,  located in gated society, adjacent  to main devli road. All the reputed school,mall and hospitals are within 200 mtr. Upcoming metro  station is appx 700 mtr. The plot area of this building is 200 yard. Stilt car parking  place plus  4 floor are made,2 flats on each floor. A lot of green area available in this society. Delhi jal board water as well as society tube well are available in more than sufficient quantity. Good quality modular kitchen and wardrobe  in each room placed. Electrical load 5kva and individual delhi jal board connection"
